업종명,업소명,소재지,소재지전화
일반음식점,소머리곰탕,부산광역시 금정구 금사동 68-16,
일반음식점,다리집,부산광역시 금정구 금사동 77-4,051-522-2223
일반음식점,만나점심,부산광역시 금정구 회동동 201-2,051-527-6369
일반음식점,닭목새,부산광역시 금정구 남산동 101-8 1층,051-515-8182
일반음식점,비비큐치킨,부산광역시 금정구 청룡동 50-15,
일반음식점,엄마손밥상,부산광역시 금정구 남산동 129-10,051-512-9838
일반음식점,유림성,부산광역시 금정구 남산동 122-40,051-517-5648
일반음식점,고고70,부산광역시 금정구 남산동 104-4,051-516-8688
일반음식점,자금성,부산광역시 금정구 남산동 953-5,051-513-0613
일반음식점,대성갈비,부산광역시 금정구 남산동 179-1,051-514-8630
일반음식점,부산압구정한우갈비,부산광역시 금정구 남산동 953-11,051-512-0025
일반음식점,가마솥돼지국밥,부산광역시 금정구 남산동 105-4,051-254-0882
일반음식점,오아시스,부산광역시 금정구 남산동 15-30,051-516-7915
일반음식점,이디야 남산역점,부산광역시 금정구 남산동 105-5,051-866-8303
일반음식점,꼬마돈까스,부산광역시 금정구 남산동 45-61,
일반음식점,영풍횟집,부산광역시 금정구 남산동 84-45,051-517-4800
일반음식점,시골밥상집,부산광역시 금정구 남산동 960-1,051-517-3663
일반음식점,아를63,부산광역시 금정구 장전동 403-23,
일반음식점,이모식당,부산광역시 금정구 장전동 425-11,
일반음식점,서민갈비,부산광역시 금정구 구서동 1026-15,051-512-5115
일반음식점,영동오리숯불구이,부산광역시 금정구 구서동 162-10,051-516-5292
일반음식점,칠리스,부산광역시 금정구 구서동 167-96,051-517-2616
일반음식점,보화식당,부산광역시 금정구 구서동 446-21,
일반음식점,함안매운탕,부산광역시 금정구 구서동 159-45,051-514-8216
일반음식점,멧돌분식,부산광역시 금정구 구서동 1017-37,
일반음식점,보림국수,부산광역시 금정구 구서동 1023-4,051-516-3579
일반음식점,블랙박스,부산광역시 금정구 구서동 213-4,
일반음식점,김치가맛있는 밥집,부산광역시 금정구 구서동 248-3,051-515-1847
일반음식점,더도이 종가집 돼지국밥,부산광역시 금정구 구서동 84-4,051-583-1688
일반음식점,비비큐치킨구서점,부산광역시 금정구 구서동 192-59,051-512-4242
일반음식점,라운지 233,부산광역시 금정구 구서동 86-23,
일반음식점,사천아구찜,부산광역시 금정구 구서동 655-1,051-517-0777
일반음식점,토비코,부산광역시 금정구 장전동 422-13,
일반음식점,초원식당,부산광역시 금정구 장전동 147-14,
일반음식점,낙원식당,부산광역시 금정구 장전동 621-18,051-515-5789
일반음식점,허기가드,부산광역시 금정구 장전동 147-16,
일반음식점,부광식당,부산광역시 금정구 장전동 145-14,
일반음식점,동키치킨,부산광역시 금정구 장전동 425-9,
일반음식점,진주식당,부산광역시 금정구 장전동 421-10,
일반음식점,태영아구찜,부산광역시 금정구 장전동 65-1,
일반음식점,쿠카이야,부산광역시 금정구 장전동 424-5,
일반음식점,흥 안,부산광역시 금정구 장전동 154-16,
일반음식점,그놈포차 부산대점,부산광역시 금정구 장전동 417-6,051-514-5300
일반음식점,씨씨,부산광역시 금정구 장전동 312-7,
일반음식점,아가미,부산광역시 금정구 장전동 413-6,
일반음식점,고기랑한방울,부산광역시 금정구 장전동 418-67,
일반음식점,노스북문점,부산광역시 금정구 장전동 145-7,070-4306-7460
일반음식점,히컵커피(Hiccup coffee),부산광역시 금정구 장전동 219-3,
일반음식점,아테나,부산광역시 금정구 장전동 399-13,070-8807-5575
일반음식점,내가 찜한 닭,부산광역시 금정구 장전동 419-15,
일반음식점,칠칠 켄터키,부산광역시 금정구 장전동 409-17,
일반음식점,맛나쌀롱,부산광역시 금정구 장전동 418-20,
일반음식점,진경식당,부산광역시 금정구 장전동 388-37,051-416-8359
일반음식점,니지,부산광역시 금정구 장전동 419-15,
일반음식점,양양 양꼬치,부산광역시 금정구 장전동 419-24,051-583-5799
일반음식점,코하루,부산광역시 금정구 장전동 412-22,051-516-5792
일반음식점,일백집서울포차,부산광역시 금정구 장전동 418-38,
일반음식점,비어비어,부산광역시 금정구 장전동 420-41,
일반음식점,중화원,부산광역시 금정구 서동 206-15,051-531-4411
일반음식점,명진추어탕,"부산광역시 금정구 서동 302-1108 ,",
일반음식점,페리카나치킨,부산광역시 금정구 서동 203-6,051-526-4193
일반음식점,수정식당,부산광역시 금정구 서동 340-31,051-525-7958
일반음식점,투다리,부산광역시 금정구 서동 198-1,
일반음식점,흥아식당,부산광역시 금정구 서동 194-4,051-525-3541
일반음식점,한꼬뿌,부산광역시 금정구 서동 204-13,
일반음식점,기와집,부산광역시 금정구 서동 197-20,070-7313-8565
일반음식점,황금,부산광역시 금정구 서동 201-1,051-525-7735
일반음식점,시골손칼국수,부산광역시 금정구 서동 195-4,051-525-9379
일반음식점,대합실식당,부산광역시 금정구 서동 195-4,051-521-2756
일반음식점,임실치즈피자,부산광역시 금정구 부곡동 296-38,
일반음식점,금강루,부산광역시 금정구 부곡동 278-5,
일반음식점,거창한방추어탕,부산광역시 금정구 부곡동 296-3,
일반음식점,남해청정횟집,부산광역시 금정구 부곡동 224-55,051-513-7117
일반음식점,청해루,부산광역시 금정구 부곡동 297-3,
일반음식점,소문난초량할매쭈꾸미,부산광역시 금정구 부곡동 391-1,051-515-3900
일반음식점,시골보리밥,부산광역시 금정구 청룡동 59-9,051-508-5102
일반음식점,태양장,부산광역시 금정구 청룡동 113-7,
일반음식점,감나무집,부산광역시 금정구 청룡동 465-2,051-508-6235
일반음식점,청림,부산광역시 금정구 청룡동 442-2,051-508-5286
일반음식점,대밭집,부산광역시 금정구 청룡동 519-1,051-508-3839
일반음식점,손씨집,부산광역시 금정구 청룡동 517-4,051-508-4477
일반음식점,이삭만두,부산광역시 금정구 청룡동 634-7,051-508-7734
일반음식점,꾼2013,부산광역시 금정구 장전동 203-12,051-514-1209
일반음식점,장터국밥,부산광역시 금정구 금사동 68-21,051-529-3275
일반음식점,대장간,부산광역시 금정구 금사동 67-11,051-342-9489
일반음식점,잔소리식당,부산광역시 금정구 금사동 67-14,051-522-9712
일반음식점,남산 팔각정,부산광역시 금정구 남산동 81,051-582-8866
일반음식점,경주식당,부산광역시 금정구 남산동 974-61,051-517-4207
일반음식점,하대승의 코다리물회국수 남산본점,부산광역시 금정구 남산동 961-9,051-518-3295
일반음식점,동키치킨,부산광역시 금정구 남산동 16-14,051-514-2448
일반음식점,시장횟집,부산광역시 금정구 남산동 84-17,
일반음식점,해적조개구이,부산광역시 금정구 남산동 105-22,
일반음식점,부부도매횟집,부산광역시 금정구 남산동 20-39,051-514-8246
일반음식점,쉬어가는페이지,부산광역시 금정구 남산동 132-6,051-517-0125
일반음식점,메리트소갈비살전문점,부산광역시 금정구 남산동 130-6,051-512-1271
일반음식점,진영푸드(주)피자헛 구서점,부산광역시 금정구 구서동 86-89,051-582-5237
일반음식점,족사모,부산광역시 금정구 남산동 999-15,051-512-4257
일반음식점,할매칼국수,부산광역시 금정구 남산동 129-2,
일반음식점,영월식당,부산광역시 금정구 남산동 48-7,051-516-5271
일반음식점,신 도저리,부산광역시 금정구 남산동 981-21,051-517-1108
일반음식점,송원찹쌀아구찜,부산광역시 금정구 남산동 27-47,051-581-3617
일반음식점,크라운닭발(남산점),부산광역시 금정구 남산동 99-10,
일반음식점,응답하라7080,부산광역시 금정구 남산동 105-7 1층,
일반음식점,김해뒷고기,부산광역시 금정구 장전동 423-4,051-517-4044
일반음식점,느티나무집,부산광역시 금정구 구서동 161-9,051-514-2661
일반음식점,금정식당,부산광역시 금정구 구서동 420-8,051-512-3548
일반음식점,오복미역,부산광역시 금정구 구서동 84-17,051-582-5926
일반음식점,돈모리,부산광역시 금정구 구서동 637-2,051-583-9289
일반음식점,BHC치킨 구서점,부산광역시 금정구 구서동 409-19,051-516-1158
일반음식점,나 한우인데,부산광역시 금정구 구서동 457-14,051-515-9882
일반음식점,양평해장국,부산광역시 금정구 구서동 86-23,051-522-1996
일반음식점,동원장수촌,부산광역시 금정구 구서동 654-14,051-583-2002
일반음식점,서라벌,부산광역시 금정구 구서동 1018-15,051-515-9944
일반음식점,오아시스,부산광역시 금정구 구서동 86-34,051-516-6711
일반음식점,자기야 통닭,부산광역시 금정구 구서동 162-12,051-512-7377
일반음식점,레옹,부산광역시 금정구 장전동 422-39,051-781-3566
일반음식점,충남식당,부산광역시 금정구 장전동 420-34,
일반음식점,손짜장,부산광역시 금정구 장전동 96-4,051-513-6543
일반음식점,카페드팽(Cafe' De Pain),부산광역시 금정구 장전동 424-3,
일반음식점,일생상회,부산광역시 금정구 구서동 414-82,051-581-5575
일반음식점,참나무숯불구이,부산광역시 금정구 장전동 342-13,051-582-5392
일반음식점,이레,부산광역시 금정구 장전동 417-11,051-516-6612
일반음식점,다락마을 부산대점,부산광역시 금정구 장전동 293-128,051-528-2528
일반음식점,티바,부산광역시 금정구 장전동 418-9,051-512-9028
일반음식점,의성국밥,부산광역시 금정구 장전동 134-12,
일반음식점,홀리데이,부산광역시 금정구 장전동 222-27,051-512-5883
일반음식점,톰스캐빈,부산광역시 금정구 장전동 418-22,051-514-9755
일반음식점,진성식당,부산광역시 금정구 서동 302-1216,051-525-0739
일반음식점,송부장 돼지갈비,부산광역시 금정구 서동 210-6,051-528-8994
일반음식점,월미식당,부산광역시 금정구 서동 118-27,051-526-6871
일반음식점,왔다족발,부산광역시 금정구 서동 542-33,051-524-0615
일반음식점,종가대박집,부산광역시 금정구 서동 200-8,051-527-1062
일반음식점,별궁아구찜,부산광역시 금정구 서동 210-17,051-529-2528
일반음식점,안동식당,부산광역시 금정구 서동 194-4,051-582-5272
일반음식점,입 큰 개구리,부산광역시 금정구 부곡동 18-1,051-512-1713
일반음식점,진미식당,부산광역시 금정구 부곡동 296-40,051-516-1983
일반음식점,고성대흥횟집,부산광역시 금정구 부곡동 24-15,051-514-7733
일반음식점,경희의사랑,부산광역시 금정구 부곡동 292-18,051-515-5029
일반음식점,김윤정숯불양념통닭,부산광역시 금정구 부곡동 15-12,051-515-7557
일반음식점,백년가마솥옛날통닭,부산광역시 금정구 부곡동 393-2,051-516-9282
일반음식점,상주삼계탕,부산광역시 금정구 부곡동 296-1,051-581-7271
일반음식점,영진돼지국밥,부산광역시 금정구 부곡동 22-3,051-518-6050
일반음식점,아네모네분식,부산광역시 금정구 부곡동 9-21,051-582-5878
일반음식점,섬진강재첩국,부산광역시 금정구 부곡동 265-22,051-581-1250
일반음식점,창녕집,부산광역시 금정구 금성동 876,051-517-5288
일반음식점,산성재롱이묵,부산광역시 금정구 금성동 220-1,
일반음식점,현대가든,부산광역시 금정구 금성동 713-2,051-517-6767
일반음식점,우일식당,부산광역시 금정구 금성동 292-0,051-518-0870
일반음식점,목원,부산광역시 금정구 금성동 289,051-517-3385
일반음식점,푸른분식,부산광역시 금정구 회동동 197-43,
일반음식점,동일반점,부산광역시 금정구 회동동 207-9,051-524-8222
일반음식점,금화루,부산광역시 금정구 금사동 145-28,051-528-6985
일반음식점,대양회직판장,부산광역시 금정구 남산동 45-20,051-582-2237
일반음식점,주식회사 이랴이랴 푸드웰,부산광역시 금정구 남산동 129-6,051-517-1003
